Case #1: Impossible
Case #308: 66
2 13 453804
17 9 508636
8 5 335491
3 11 426569
12 14 635993
15 2 374097
6 17 619152
17 3 421257
11 14 593172
11 2 308917
5 15 413608
3 13 326746
1 14 704940
12 13 566529
8 6 490010
7 13 459311
15 6 74009
12 4 180549
11 13 204969
13 6 692075
6 3 365329
16 11 420142
9 4 157796
2 1 181672
7 9 231127
14 7 584528
16 9 21253
12 11 421642
12 16 140462
10 4 24483
14 8 767039
3 12 239783
4 16 179049
12 8 384816
6 10 281612
12 5 152236
16 6 203150
16 14 634493
12 10 205032
15 17 619330
16 5 150736
11 17 109747
5 4 107335
4 11 367335
17 2 418664
9 2 89972
14 10 535680
8 7 329173
14 17 483425
5 3 166569
16 7 252380
1 10 273979
9 15 298412
2 16 111225
6 2 314375
12 6 343612
1 13 504775
7 17 435354
5 17 379153
13 17 95222
11 15 624642
11 5 269406
1 7 322827
17 10 337540
6 1 412559
2 12 112725
Case #309: 6
5 9 735815
3 9 930773
9 6 916759
7 6 317452
9 8 867368
9 7 878072
Case #310: Impossible
Case #311: 133
3 7 223582
9 7 65766
12 5 184968
3 8 240342
16 3 136544
23 5 8561
15 2 60955
23 22 147181
22 6 146676
1 4 265458
24 17 435251
3 4 195700
7 1 329093
22 3 207045
1 2 273518
16 4 118461
21 16 172827
4 18 213264
16 7 87038
14 23 250290
24 14 146299
3 6 233405
8 13 99885
7 2 74257
4 9 139733
8 21 206192
23 21 98901
2 6 84080
20 14 321028
8 11 70340
16 5 82487
23 9 95069
1 14 297608
10 11 118485
6 13 212422
17 19 252242
22 14 249748
12 23 176407
7 18 276899
3 24 284633
7 12 189519
5 6 179219
23 10 133175
24 12 196327
16 25 1520
9 24 241580
19 16 37299
25 20 146055
22 15 126066
19 22 100638
3 21 309371
4 24 223867
23 1 282514
25 19 38819
16 18 209705
11 4 177697
19 20 184874
24 8 116510
14 3 313037
21 18 268475
11 24 186850
2 22 123943
6 12 199342
25 18 211225
6 7 9823
20 3 284119
8 2 154486
18 1 161912
14 13 315494
2 17 164255
10 8 48145
19 8 66499
15 3 189355
6 23 170658
15 16 52811
22 11 104479
10 19 96548
13 7 202599
13 24 216395
11 3 224020
21 25 174218
15 24 273119
5 24 167532
8 9 125070
4 15 171272
20 9 126303
25 12 104001
5 4 200948
7 23 160835
15 13 191812
5 11 146621
19 24 183009
4 21 291288
17 12 317424
19 6 134160
24 22 150649
4 13 138964
21 12 275308
20 12 250056
22 16 73255
7 4 205499
12 3 236271
15 19 90110
16 14 176493
3 17 351487
20 5 229933
25 14 174973
13 16 139001
22 25 74775
20 1 409474
19 11 124775
10 2 109937
1 19 224600
5 13 215737
5 1 273953
17 25 213423
10 15 112060
10 25 60769
23 16 73926
17 15 225210
16 1 261899
3 23 210470
12 9 123753
20 6 168830
13 21 306077
25 9 19752
13 10 79752
20 8 251373
7 8 170992
19 9 58571
15 5 135169
11 2 129078
13 20 286576
Case #312: 181
3 22 222690
8 20 192547
14 11 234247
14 15 74392
1 11 224589
19 6 358224
17 16 308439
20 24 144063
14 12 187126
4 28 239125
27 12 145756
10 17 250467
28 27 244327
10 5 139883
23 17 145852
11 8 163902
23 6 154311
21 14 255375
13 19 347563
12 13 218527
17 1 98227
26 14 45853
11 10 191414
15 17 124542
24 17 111404
16 23 336719
4 13 223403
9 15 215869
24 16 354252
14 24 152960
15 1 26315
4 8 345649
22 26 9261
5 13 328770
27 11 90992
18 3 201768
28 8 227425
28 6 244461
28 22 212194
27 14 283301
5 24 247513
6 5 309976
26 21 289802
16 13 395679
2 12 163623
18 4 229224
19 11 241764
9 11 127701
10 26 246170
22 9 125849
18 1 194887
11 18 112070
21 27 77507
7 20 330286
11 5 222971
4 12 131283
3 24 207918
23 24 71381
19 27 199342
7 22 235057
25 19 332986
18 12 260642
21 28 176091
19 15 359463
28 2 380238
26 23 141555
19 9 315617
7 26 225796
19 2 304417
6 4 249028
11 3 200278
26 3 213429
4 27 140541
18 28 155381
28 10 300594
6 14 215274
24 10 139063
9 4 244855
8 27 254894
2 25 171465
9 18 15631
18 15 213864
19 28 144605
10 6 234293
10 21 147045
25 4 264092
23 9 80862
19 22 265287
8 19 280518
26 13 190961
15 13 304073
24 2 218707
3 2 65343
9 17 120885
10 1 234139
4 22 339442
27 5 313963
24 9 21781
12 16 238200
1 8 118422
25 7 211050
26 15 120245
25 26 76960
7 5 289485
11 4 182963
19 17 260323
15 12 199304
10 4 84011
2 9 240488
12 21 68249
10 20 220059
14 20 150343
1 9 189554
5 8 179887
12 5 219011
7 16 507108
13 28 259134
21 7 435318
11 28 153335
18 14 146810
18 6 89080
25 6 246381
28 23 200174
9 6 73449
1 12 172989
6 13 222259
1 3 215653
10 3 81849
20 4 224763
25 11 241559
10 14 200969
15 28 273564
21 13 225728
26 6 169421
24 6 95230
7 11 401442
28 5 308714
19 5 265739
6 27 198900
23 14 187408
16 5 217623
15 2 128180
28 25 230279
26 4 330181
5 18 241363
12 9 271207
17 21 285505
9 25 193548
13 27 196791
16 18 348102
19 1 333148
18 23 65231
6 17 173718
18 2 224857
9 7 342384
17 18 105254
25 15 43285
14 2 202572
22 14 55114
9 20 153544
20 16 412203
1 16 375242
16 22 313403
20 26 196196
6 1 263003
22 8 15231
28 24 161531
21 3 228894
23 15 151435
27 20 213315
24 22 116368
10 13 297213
21 19 121835
17 13 195258
23 1 177750
4 21 63034
13 9 204764
12 6 304638
17 22 13558
20 5 234578
8 24 131599
Case #313: Impossible
Case #314: Impossible
Case #315: 178
8 20 75646
29 12 222718
6 19 209441
29 22 247330
13 28 51752
16 5 39752
15 1 139670
19 2 184518
5 4 260912
13 11 75462
2 10 121992
3 18 354708
1 30 109836
21 11 73210
23 21 168201
19 29 284168
26 10 69916
4 10 264108
21 25 136417
21 5 58774
11 29 219927
9 22 260820
18 10 319045
30 13 32938
26 11 52284
25 12 136340
13 10 68829
7 3 126541
17 12 104146
10 16 66268
10 25 87275
14 18 316795
13 18 300379
3 26 4949
17 24 179760
18 24 202994
29 2 121095
4 23 230569
23 15 191111
18 25 231770
12 5 51671
14 13 16416
14 23 54458
23 16 106334
29 6 146018
24 5 159235
17 5 52475
16 27 9073
5 11 14436
18 1 311717
19 5 131584
15 25 51618
7 18 322415
19 1 118584
17 10 97137
28 27 110971
4 15 161360
20 6 180897
3 24 163596
10 27 75341
26 13 103162
5 22 138786
28 25 203358
4 6 169382
27 14 42803
20 1 71223
14 3 91695
17 23 119057
9 17 113151
11 16 25316
12 2 101623
2 24 5941
28 22 261923
10 5 106020
13 6 215744
21 12 110445
25 3 162140
11 15 150829
29 18 318148
15 7 202231
12 30 134684
30 29 275420
23 1 114940
26 4 194192
17 4 259931
17 1 89068
30 17 113953
1 3 82934
20 28 114922
4 14 252526
6 7 160407
23 26 141204
8 26 73562
6 16 186019
20 29 207635
14 15 191306
9 2 243378
7 26 121592
26 29 243569
11 10 91584
9 6 268301
20 16 13024
27 19 100905
1 29 174430
23 3 146153
26 9 135298
17 13 81015
11 12 66107
30 16 101230
5 6 178217
3 12 123340
26 1 77985
7 21 139107
20 7 161584
22 21 80012
3 8 78511
26 27 43943
25 23 139493
8 17 93491
17 20 25747
15 10 138893
6 28 199375
1 10 8069
18 21 298753
8 5 102374
1 6 147692
9 23 188616
28 3 159863
28 16 120044
4 1 267228
5 3 71669
15 21 84799
5 14 73482
9 18 421374
12 6 126546
20 15 163121
21 8 64976
16 14 51876
25 30 189042
14 1 60482
21 28 181911
1 7 199577
14 9 134158
11 4 246476
1 16 58199
16 3 57965
22 8 144988
13 25 156104
22 4 270694
2 14 174405
2 3 157655
18 20 353027
24 19 190459
30 10 101767
23 22 248213
14 28 68168
5 2 153294
24 22 132176
11 3 57233
7 10 191508
11 20 12292
23 10 106871
14 24 180346
24 23 180151
2 21 101700
13 9 150574
15 6 41824
29 4 265554
28 10 120581
3 22 176874
24 10 127933
25 20 121257
22 7 59095
9 16 82282
9 19 163763
7 19 266440
29 9 295039
8 12 154045
Case #316: Impossible
Case #317: 1
2 1 5
Case #318: 64
12 16 164645
7 15 128089
14 8 120563
12 4 225460
12 3 298477
6 14 131957
7 4 94821
12 13 133388
16 7 34006
5 4 324912
5 7 235589
15 2 123677
9 15 135456
8 10 240024
4 16 123329
15 10 319089
6 7 3649
13 7 2749
1 7 110212
13 1 107463
11 14 40264
4 10 348335
1 2 84111
12 15 124357
9 14 141173
3 7 207448
5 1 232798
14 4 223129
12 14 82859
9 7 7367
11 8 137068
10 3 460962
10 14 360587
6 1 108363
4 1 199535
16 10 225006
16 5 264097
10 1 358655
16 3 235956
8 3 250974
7 11 93542
11 13 90793
3 14 215618
2 6 24252
15 16 94083
8 2 69627
14 5 234730
11 1 121328
4 15 217412
9 13 10116
4 6 92972
10 2 279615
11 16 122050
8 7 49024
9 6 11016
5 8 272297
6 12 134288
14 7 133806
9 16 41373
1 9 117579
11 9 100909
8 12 179663
14 15 41498
16 2 54609
Case #319: 207
37 30 170428
31 10 40347
13 38 469509
11 38 440040
33 38 491003
26 25 305194
14 27 219544
36 3 117561
4 25 101477
4 38 491057
12 10 174333
24 20 214614
15 20 259575
29 36 147432
18 26 25071
12 20 263571
9 28 84139
39 33 247767
37 13 217228
35 2 232119
20 32 152075
17 20 220493
4 15 21336
6 8 210041
6 26 208097
11 34 101847
24 21 49274
27 35 217956
5 30 198239
19 39 135049
13 2 186877
14 16 36104
8 10 174968
34 3 153308
29 19 184569
30 2 140077
34 19 217831
30 19 133315
27 5 266951
11 3 128895
38 18 545164
31 14 24741
8 7 101824
9 6 90424
4 14 87202
30 7 14410
8 39 313969
29 14 38919
38 27 472987
18 3 242566
30 4 130330
25 22 251906
9 24 75753
31 38 404322
31 28 71496
22 27 271662
16 20 212349
2 11 107926
1 8 149154
17 34 175577
30 33 135240
33 15 176490
14 33 92112
30 10 58734
12 31 133986
38 16 465167
3 13 180336
19 20 198092
28 26 201812
8 16 195466
7 15 166076
2 18 277077
4 32 158862
36 16 144617
5 26 177910
28 14 96237
13 26 195503
4 36 21311
8 4 221356
11 13 100905
19 2 242599
22 34 191728
6 25 217554
27 9 206714
1 35 97621
2 28 104762
6 3 192930
23 19 142247
17 4 166907
3 27 228592
4 20 238239
7 21 46633
10 29 54525
26 3 217495
37 3 81443
14 35 135170
4 2 184151
32 27 265371
22 4 212496
21 14 10905
11 35 146147
38 9 416965
32 6 169064
19 21 144599
28 4 158231
28 25 197803
5 24 242962
36 21 107462
32 12 247635
1 33 207954
12 38 516389
35 39 262436
31 32 207326
19 17 108459
16 33 128216
19 27 148168
33 29 131031
17 1 179729
17 32 253560
22 7 92802
36 8 218346
20 33 238185
25 39 178078
2 12 255676
25 23 185276
17 39 243508
9 35 172554
39 1 164815
29 3 156837
24 22 163663
16 30 79232
39 4 92613
22 37 203621
35 24 173539
25 31 174878
23 39 176412
35 25 235545
39 18 279450
23 3 12451
25 24 145750
6 34 143910
17 13 101582
22 15 233832
9 12 121343
19 4 58448
34 14 90870
22 18 280986
37 34 148608
22 30 107212
34 32 179778
16 2 133053
34 12 67857
31 11 35718
7 18 188184
9 16 73488
7 5 208856
18 28 226883
16 13 126032
25 7 159104
2 31 121690
9 14 37384
24 23 143836
21 37 138205
17 31 109448
17 11 129666
5 29 209721
32 24 220954
33 10 107718
11 16 47081
33 3 210030
30 36 139685
33 19 170980
6 21 91617
25 33 214009
4 18 229509
36 33 133843
37 32 55285
21 29 49824
4 12 217713
18 27 242486
33 9 129496
34 20 217633
6 24 140891
32 35 47415
37 8 224243
35 5 113470
38 26 520093
3 38 442903
1 6 168882
17 28 180944
31 22 125599
26 31 130316
14 2 96949
12 28 183563
13 14 89928
13 24 128297
34 10 106476
15 11 119515
30 26 148703
5 20 123915
11 25 195096
9 26 117673
26 15 183102
31 13 65187
21 18 169223
1 3 24048
30 17 127835
Case #320: Impossible
Case #321: 65
5 8 195183
12 17 592178
16 20 170218
17 3 449264
8 3 343725
8 4 472190
4 2 513061
4 11 397220
7 19 303360
18 10 583688
13 9 174252
16 6 291118
19 14 376128
18 16 411391
11 20 426977
12 13 245872
14 13 197505
1 15 71321
9 1 197498
8 1 267722
14 6 264783
2 18 462000
17 20 183073
15 12 351854
5 20 292095
12 4 594813
18 6 470973
9 12 420124
12 2 187567
14 10 321096
11 17 323161
17 6 529656
2 17 538629
8 16 73306
14 1 220751
5 16 121877
7 4 472521
3 18 140972
12 14 443377
2 14 273756
2 13 76251
1 2 294153
4 5 463779
9 20 167136
15 19 237037
5 18 289514
15 6 322921
20 14 143883
14 4 425219
16 12 469712
1 11 62343
11 6 240085
14 7 151817
8 13 244476
2 7 411998
7 18 536873
13 11 172807
16 1 247086
12 3 281941
4 15 406198
6 8 311754
5 7 247359
6 7 416600
2 20 417639
13 18 538251
Case #322: 284
25 4 120500
15 12 124062
17 32 120023
30 7 134616
24 16 155373
25 34 200276
19 13 123051
9 1 153867
4 7 5437
31 6 229682
38 35 249053
21 33 299674
3 25 192882
22 33 236541
14 27 22529
17 19 63128
33 17 280642
23 12 279682
26 1 257364
34 29 43507
4 18 51625
13 22 122312
31 28 185776
28 2 187269
21 6 187263
37 3 206091
8 33 355186
33 38 427182
27 1 96032
26 33 364487
12 37 170578
19 11 86232
1 25 128515
29 4 125193
14 22 4566
12 14 154033
23 30 227643
1 14 73503
4 9 145852
24 10 246459
7 17 86883
20 6 212851
35 26 246839
5 29 154199
7 8 149299
4 14 22145
11 18 119539
26 28 272679
15 8 150210
9 7 151289
9 19 127534
37 11 254827
18 7 57062
10 14 139044
8 22 124805
12 3 144219
36 13 109726
13 26 281761
36 30 3057
30 19 110861
14 18 37134
7 20 91384
7 22 24494
28 4 193518
11 14 82405
33 31 216248
24 37 290700
24 17 60455
20 25 130333
14 33 241107
4 34 128659
1 16 170123
4 3 136053
37 6 313817
2 16 110854
1 7 101085
27 21 163283
29 20 69012
37 21 285628
20 24 189734
29 12 108106
8 9 251600
7 3 141490
35 30 162374
6 14 213229
28 30 64339
2 17 81189
8 4 143862
10 16 160676
16 17 94918
21 14 185812
38 3 247442
34 19 136260
36 32 170813
11 2 105771
34 18 131401
18 33 218299
24 13 234293
29 8 224781
13 12 164822
18 35 40170
6 27 190700
14 37 172422
31 9 106502
24 15 148249
15 34 124238
16 6 250421
11 7 109987
5 21 197623
25 30 208551
34 14 140087
25 32 159077
37 8 256735
22 19 739
32 2 76434
35 16 144306
33 28 293031
22 20 66890
29 23 171576
26 4 206006
23 11 299510
22 1 78069
14 8 129371
10 32 163134
17 5 156059
38 27 178838
2 9 107995
16 15 117459
29 10 68882
17 14 66955
33 30 340503
25 38 298244
28 32 232095
23 19 213278
9 14 131361
6 30 98541
30 15 135527
31 26 218944
15 4 44462
3 10 32769
16 32 149688
8 10 223357
3 27 124952
24 36 155136
26 37 289057
25 12 126492
16 18 124622
13 23 114860
20 26 255317
28 25 242376
28 15 180664
3 33 261966
35 13 104440
34 12 151613
22 34 135521
34 37 213485
7 25 125937
7 27 42457
33 11 323512
4 31 49574
15 35 33007
11 38 283772
8 5 175384
20 19 67629
13 14 126878
13 27 104349
6 3 107726
35 34 91231
10 6 140495
26 24 311271
24 25 224287
15 23 187134
31 27 48480
17 26 250816
16 22 92054
9 27 144758
22 24 122844
2 5 237248
18 27 50531
7 13 146806
21 1 259315
30 27 92159
36 20 144143
34 1 191041
25 22 101443
15 21 196381
34 27 117558
23 14 217105
24 29 218040
12 7 173961
23 25 248846
32 29 94252
21 34 72143
14 24 127410
38 7 221295
25 36 205494
31 30 140639
15 14 29971
25 19 102182
36 1 181257
24 5 95604
17 22 62389
9 23 201604
26 6 306881
28 37 306391
23 37 341554
11 9 213766
10 19 135217
18 21 203544
16 25 193497
4 20 85947
16 27 74091
28 35 213671
35 4 77469
26 14 183861
18 8 157373
38 9 323596
35 2 39612
9 37 256651
26 9 302766
2 25 82643
28 1 113861
13 9 201095
35 27 70215
21 38 232548
12 36 96734
25 10 225651
20 32 124524
21 10 71100
29 36 125236
26 21 340695
38 34 240048
23 21 55926
23 16 183727
25 14 106009
31 21 201493
13 31 142559
36 22 113179
26 38 385228
35 14 62978
11 25 188414
4 16 111111
18 22 32568
16 37 223984
15 6 224570
29 30 128293
36 16 169307
35 22 58412
24 8 247649
26 3 261158
12 2 130667
36 14 117745
2 22 18800
19 32 56895
24 28 87740
5 20 223211
36 2 131979
20 10 137894
3 16 142695
5 37 278367
15 29 80731
21 2 200046
17 20 129279
33 37 300383
29 37 169978
13 33 282569
22 10 134478
12 19 150206
38 19 197540
3 35 83837
22 26 188427
31 14 35083
30 34 99574
25 13 213485
33 1 179170
17 18 94957
36 3 89123
7 16 116548
24 23 335383
28 12 158016
6 33 369692
10 1 212547
16 19 92793
14 2 23366
Case #323: 540
36 26 15133
43 35 73000
20 26 55911
11 48 6347
39 36 53373
41 37 155463
1 18 21769
33 36 76817
31 6 110449
18 42 67738
43 26 23163
39 16 82916
10 23 68331
7 14 67070
45 27 138152
1 28 126344
36 8 33064
2 20 47631
38 18 70487
29 36 129836
22 30 141591
2 10 84070
13 4 117357
25 45 195461
16 11 68743
38 11 84152
21 35 47244
2 36 25401
47 16 38817
41 42 111679
31 22 47424
15 23 169546
22 41 84070
4 26 76335
5 14 119035
28 23 171658
31 9 164049
15 9 44972
19 3 128481
16 42 91991
39 26 68506
43 25 162607
45 44 59808
38 39 11824
48 28 185989
1 21 50235
37 28 83361
8 23 93266
45 1 111241
29 35 164540
15 18 190360
48 34 121085
48 41 75251
41 46 95599
44 31 120567
42 34 112160
43 19 106016
47 29 139110
15 4 200562
31 14 84202
2 18 30691
10 40 112724
10 16 106760
26 47 24407
44 43 48192
14 39 109136
38 30 49363
12 44 33040
10 37 136679
23 47 69476
32 1 134766
45 43 108000
19 31 122453
46 16 108071
11 7 71194
8 33 109881
47 28 102182
6 17 8562
37 19 152240
8 28 125972
10 39 101970
13 43 75823
25 9 235589
45 47 104036
15 40 166699
46 42 16080
13 7 88993
11 4 101722
29 37 189298
26 22 130078
11 15 177866
3 30 118730
27 28 170614
6 12 70143
42 13 90472
12 8 100015
22 25 240702
7 27 141673
7 12 48751
37 32 91783
32 17 152055
14 19 122018
12 38 87326
45 14 124002
37 8 92526
20 18 46068
7 40 81238
11 32 151288
11 33 138100
26 46 93661
1 25 171056
38 8 32133
23 38 125399
45 9 180982
16 14 75919
1 10 93696
39 30 41743
36 9 140098
2 39 60226
32 39 154433
3 11 121376
11 8 53670
19 13 37598
20 1 57257
7 21 82989
5 40 68939
48 39 75371
29 21 140930
20 9 138185
9 35 145982
40 11 57571
47 19 97259
28 12 179450
19 20 117610
28 44 146410
8 24 87137
46 32 129278
22 36 140003
32 28 159580
2 44 60355
45 23 129906
15 38 164340
24 9 188164
43 17 92855
13 2 87986
18 23 65492
20 5 85502
12 30 37963
35 8 98034
18 25 159867
25 19 193477
2 19 113386
48 18 81441
42 33 139265
28 20 70678
42 11 83054
11 35 104170
23 22 97893
22 9 116625
11 27 105542
42 8 29384
26 33 85608
8 48 60017
33 18 71527
3 5 125369
48 20 115311
44 24 66990
3 20 113429
32 23 62962
15 48 171519
24 21 68188
41 25 250578
22 5 172951
35 31 119359
3 40 81635
7 22 97764
29 5 141576
22 8 157019
34 44 69308
27 47 68432
41 19 85807
22 27 183393
33 40 85801
3 47 81925
46 33 132461
48 37 146193
38 16 94740
23 11 88326
41 31 36646
40 19 57271
2 32 136533
18 17 74327
39 22 167256
48 40 51224
6 39 73923
38 46 13331
41 8 110517
18 12 62704
36 20 40778
29 12 164741
26 9 124965
47 25 163851
19 34 127132
7 46 44337
17 22 135016
25 5 205145
18 24 48783
24 34 64197
18 44 29664
20 25 195355
26 23 45069
6 30 32180
34 13 96939
37 25 214039
24 48 111735
13 5 87454
4 45 126478
9 33 207528
44 26 25029
25 44 135653
24 2 79474
33 23 49774
11 28 179642
16 30 48267
21 12 34238
7 6 66295
19 1 109257
17 7 71961
30 11 39975
5 26 78405
42 45 111345
21 6 54423
35 40 46599
41 24 120022
36 21 33756
9 46 140943
20 31 54301
33 24 22744
38 3 107850
40 18 30217
14 27 104341
10 42 92895
1 43 54775
33 10 118105
30 41 105983
35 24 113036
4 30 61747
2 26 40534
7 44 81791
38 44 87011
9 13 148805
30 2 98003
46 45 119856
10 18 82507
36 11 86734
7 5 75187
4 7 105090
27 34 118570
34 4 120614
21 39 80589
42 38 2749
47 48 83807
39 23 113575
29 23 159772
41 23 87115
13 23 97729
2 3 98052
41 16 125544
44 35 46046
48 12 71591
42 47 53174
27 35 124128
11 19 19799
16 44 10619
29 40 140285
7 20 68917
30 24 103532
1 46 95007
30 32 170708
35 13 73677
44 27 78344
32 15 153678
15 45 182191
16 35 35427
37 43 97758
3 27 121229
21 3 83386
42 19 66790
44 42 84262
14 9 186474
17 21 45861
19 28 188288
20 15 173378
6 29 118606
33 16 96973
1 48 103210
13 38 87723
36 28 111456
21 15 167344
43 38 88295
3 29 196145
28 26 126589
33 15 194796
22 32 82025
33 43 62445
14 8 88827
44 46 100342
4 9 155590
1 7 117779
31 3 100522
43 24 43081
32 33 112736
47 38 55923
28 30 184058
22 40 104496
1 37 42983
2 12 93395
6 33 130305
47 32 120406
47 34 68686
10 14 99548
6 14 114264
33 20 117595
10 46 76815
39 11 73979
11 37 146196
18 22 134713
47 37 68736
19 24 123708
34 2 84813
31 46 94677
6 45 85098
31 10 17862
28 16 140999
31 28 124979
21 30 38846
34 25 183723
26 10 92350
41 5 126449
17 26 69692
30 23 107746
6 27 113337
8 17 67131
38 14 120960
43 14 41391
28 38 158105
43 23 68232
26 48 76806
22 14 131626
9 16 110555
30 8 62052
29 9 213222
11 43 106316
13 11 30493
9 7 151644
38 6 79253
22 21 106247
38 22 155432
32 24 98385
13 30 55610
44 37 94416
1 13 79064
48 6 1448
47 24 63347
3 17 122143
29 22 96597
10 21 110973
32 40 133613
17 39 82485
40 1 51986
6 43 101417
26 8 48197
13 21 28829
40 38 86458
1 42 78927
9 21 122372
48 7 64847
41 20 55223
44 17 44663
40 30 37095
19 38 69539
4 44 96156
2 38 72050
40 12 32487
43 15 193100
15 31 119077
10 22 65286
37 40 94969
27 48 111889
39 28 146281
40 17 44110
32 7 84941
6 28 187437
11 17 13461
33 34 83561
44 19 57824
9 6 174399
22 42 158181
29 13 144200
25 48 187430
41 21 128226
34 30 106956
8 1 49543
27 13 105975
13 12 59565
14 21 66498
43 21 49390
36 4 61202
26 35 49837
35 7 69019
13 46 101054
46 5 30850
30 19 20176
13 36 62585
11 46 97483
36 35 64970
31 36 95079
20 39 75603
29 32 178622
39 12 79706
18 8 38354
7 24 68760
26 1 31612
32 41 71247
30 26 62677
25 33 222007
9 17 165837
8 4 60111
24 27 102651
1 22 156482
6 24 113183
25 6 188878
38 7 57668
48 38 77805
17 5 72586
10 25 231794
30 14 101842
9 8 136097
42 31 110757
46 35 111340
5 43 101568
40 46 99789
38 26 80330
33 14 21054
7 3 50182
40 26 25582
3 18 67361
8 47 23790
17 47 88891
11 6 7795
2 1 41880
45 8 126783
15 37 195840
31 4 155430
28 4 171067
46 4 60753
42 24 116521
3 24 18578
7 25 217444
16 40 11172
16 13 38250
3 14 16888
6 1 104658
42 43 91044
8 20 55294
33 5 140089
5 2 70125
45 30 64731
14 18 50473
14 41 118332
18 7 111455
37 45 154224
20 13 103363
39 42 9075
45 39 106474
37 5 117609
11 9 179298
34 14 62507
42 7 60417
46 29 142886
4 23 121404
4 32 179489
37 21 93218
4 47 70476
25 16 125034
47 40 44781
24 1 52399
15 27 232941
12 35 79086
45 35 105854
9 42 124863
38 35 98009
8 7 89801
37 18 64752
19 7 78299
12 5 69807
10 8 91733
28 2 118309
6 37 147641
6 22 143578
39 47 44099
24 5 117345
5 23 123474
26 13 52660
26 29 114703
48 32 144941
29 39 135881
41 35 120281
14 20 96541
21 44 1198
16 17 55282
36 1 16479
45 33 145056
45 10 107997
31 21 121765
47 22 133229
37 33 114746
19 17 20566
22 15 71653
11 31 118244
20 47 31504
12 24 98924
28 24 165529
38 25 219774
25 35 160461
14 4 95432
23 9 170034
18 43 43586
23 42 122650
3 10 82660
31 40 121120
34 15 214216
23 19 92535
46 48 91136
40 45 59255
48 14 113425
22 37 173808
20 29 170614
41 9 193408
36 25 154577
Case #324: Impossible
Case #325: 198
23 19 142312
13 6 193135
7 24 130789
2 15 81637
2 5 155911
20 11 189355
11 3 89275
1 18 162803
7 8 362619
17 6 231043
16 18 146468
3 18 163344
16 3 25560
19 4 112008
17 20 145251
7 5 86384
14 22 216107
18 11 74069
6 12 134901
10 21 249691
2 21 125702
4 5 186360
15 23 202674
4 15 164020
24 10 210206
7 2 69527
5 12 126315
5 15 129930
13 24 135224
8 14 205004
11 23 188631
4 21 177612
3 9 158067
5 18 102102
20 24 261793
1 10 275229
3 19 135594
3 10 161165
8 18 346901
3 6 219624
15 14 210273
12 19 144601
21 14 127661
7 11 58351
16 6 202748
4 24 138127
8 4 155053
22 20 211671
5 3 61242
20 18 172677
2 1 216612
1 22 201797
3 4 247602
7 16 130750
3 20 142516
1 14 264028
13 10 126137
16 2 200277
9 23 313489
12 14 156874
7 4 207566
13 5 34753
16 8 373260
21 8 332665
5 19 74352
4 16 230726
9 6 255207
24 17 173132
14 19 62057
19 10 184087
2 23 228655
11 17 100694
23 3 277906
5 16 86802
16 1 199623
11 2 127878
10 9 188209
6 1 242055
5 1 233469
22 18 38994
22 17 213714
22 11 113063
21 23 207916
2 22 92803
1 23 300337
17 16 28295
16 19 118718
22 9 191475
12 8 361878
6 23 58282
13 9 62072
17 8 401555
24 1 248223
22 10 250831
5 17 115097
19 17 147013
4 14 49951
11 1 205436
6 20 251929
5 23 216664
1 20 224182
1 13 268222
12 13 161068
18 14 182445
21 22 110887
11 8 313380
4 9 283185
4 13 221113
22 19 159382
7 22 54712
7 1 147085
13 21 174709
16 22 185462
2 6 244359
10 16 135605
9 21 224374
9 19 171177
23 7 190564
22 4 230842
1 8 282321
24 23 168431
2 18 53809
21 18 71893
15 17 202548
9 18 152481
9 24 197296
16 15 174296
6 8 226977
6 5 158382
7 18 15718
11 24 72438
13 19 109105
13 23 251417
10 15 239665
3 15 191172
9 8 313777
22 5 141096
21 20 213134
9 16 183627
3 13 95995
19 18 120388
13 17 149850
2 13 177025
22 6 194134
7 12 39931
19 15 148216
9 20 204092
4 12 206825
20 12 117028
5 8 286458
8 3 347700
18 12 55649
18 4 191848
10 14 246144
23 12 193183
21 11 111923
6 14 21973
1 17 227918
13 8 251705
12 9 208130
7 14 166727
14 11 108376
19 8 267061
6 15 218378
22 23 135852
22 12 94643
16 14 180775
8 15 319073
19 11 46319
13 15 164683
24 16 144837
10 23 326399
10 8 377842
20 15 200505
14 3 197651
11 15 101897
7 15 43546
18 24 146507
6 4 71924
15 18 27828
12 16 170681
17 9 211922
23 8 285259
3 22 202338
10 20 252561
18 13 136855
12 10 220915
23 20 310211
15 12 83477
23 4 130206
16 23 261030
11 13 62786
16 21 131122
10 4 235690
7 19 104670
14 13 171162
5 20 176773
1 21 203260
Case #326: 10
2 6 16
7 3 6
5 1 11
7 6 12
8 1 8
6 1 18
1 3 12
3 5 9
6 5 15
7 1 6
Case #327: Impossible
Case #328: 943
2 14 117068
12 37 70691
15 50 114522
45 21 47860
36 37 84734
41 1 74876
15 47 186210
13 14 101837
22 3 91216
36 32 107180
18 36 56385
9 4 89177
26 40 101125
37 16 38860
35 8 94337
10 6 66615
50 1 39285
49 12 157339
20 18 141097
18 1 163924
48 14 160828
23 29 121990
5 38 159033
27 4 87918
41 36 93678
40 23 92769
43 32 146091
27 50 55262
33 35 109825
30 35 22419
33 4 104617
5 6 103612
9 1 99544
47 9 177687
19 21 153821
39 8 100893
24 8 122131
36 3 107292
40 8 103849
6 24 76759
24 34 104618
